month_start,n_effort,cell_id
2023-04-01,40514,338
2023-05-01,37588,338
2023-06-01,28505,338
2023-07-01,29311,338
2023-08-01,16117,338
2023-09-01,18824,338
2023-10-01,17403,338
2023-11-01,12180,338
2023-12-01,11338,338
2024-01-01,9554,338
2024-02-01,13216,338
2024-03-01,26765,338
2024-04-01,60511,338
2024-05-01,43549,338
2024-06-01,30533,338
2024-07-01,33958,338
2024-08-01,27581,338
2024-09-01,33116,338
2024-10-01,31280,338
2024-11-01,19333,338
2024-12-01,14087,338
2025-01-01,14089,338
2025-02-01,13857,338
2025-03-01,24830,338
2025-04-01,61050,338
2025-05-01,42681,338
2025-06-01,35872,338
2025-07-01,49630,338
2025-08-01,33828,338
2025-09-01,43188,338
2025-10-01,39472,338
2025-11-01,18881,338
2025-12-01,14485,338
2019-01-01,358,339
2019-02-01,336,339
2019-03-01,789,339
2019-04-01,1293,339
2019-05-01,1069,339
2019-06-01,1352,339
2019-07-01,1762,339
2019-08-01,1529,339
2019-09-01,1622,339
2019-10-01,1770,339
2019-11-01,799,339
2019-12-01,296,339
2020-01-01,296,339
2020-02-01,397,339
2020-03-01,1176,339
2020-04-01,2466,339
2020-05-01,2677,339
2020-06-01,2637,339
2020-07-01,2598,339
2020-08-01,2008,339
2020-09-01,1629,339
2020-10-01,1936,339
2020-11-01,1135,339
2020-12-01,436,339
2021-01-01,583,339
2021-02-01,757,339
2021-03-01,1579,339
2021-04-01,2313,339
2021-05-01,3043,339
2021-06-01,3706,339
2021-07-01,2673,339
2021-08-01,1961,339
2021-09-01,1799,339
2021-10-01,6724,339
2021-11-01,1076,339
2021-12-01,625,339
2022-01-01,354,339
2022-02-01,472,339
2022-03-01,1175,339
2022-04-01,4402,339
2022-05-01,4167,339
2022-06-01,3187,339
2022-07-01,1882,339
2022-08-01,1297,339
2022-09-01,4417,339
2022-10-01,1886,339
2022-11-01,833,339
2022-12-01,550,339
2023-01-01,703,339
2023-02-01,707,339
2023-03-01,2888,339
2023-04-01,4601,339
2023-05-01,3641,339
2023-06-01,3438,339
2023-07-01,2892,339
2023-08-01,2453,339
2023-09-01,1685,339
2023-10-01,2068,339
2023-11-01,1354,339
2023-12-01,841,339
2024-01-01,466,339
2024-02-01,704,339
2024-03-01,1794,339
2024-04-01,5152,339
2024-05-01,3647,339
2024-06-01,2563,339
2024-07-01,2024,339
2024-08-01,2109,339
2024-09-01,2418,339
2024-10-01,2358,339
2024-11-01,898,339
2024-12-01,713,339
2025-01-01,813,339
2025-02-01,1348,339
2025-03-01,3213,339
2025-04-01,4217,339
2025-05-01,3852,339
2025-06-01,3513,339
2025-07-01,3692,339
2025-08-01,3688,339
2025-09-01,3554,339
2025-10-01,4363,339
2025-11-01,2163,339
2025-12-01,912,339
2019-01-01,83,342
2019-02-01,105,342
2019-03-01,334,342
2019-04-01,391,342
2019-05-01,354,342
2019-06-01,399,342
2019-07-01,322,342
2019-08-01,359,342
2019-09-01,472,342
2019-10-01,722,342
2019-11-01,781,342
2019-12-01,105,342
2020-01-01,205,342
2020-02-01,471,342
2020-03-01,877,342
2020-04-01,1157,342
2020-05-01,694,342
2020-06-01,881,342
2020-07-01,842,342
2020-08-01,832,342
2020-09-01,1992,342
2020-10-01,1062,342
2020-11-01,317,342
2020-12-01,222,342
2021-01-01,156,342
2021-02-01,252,342
2021-03-01,378,342
2021-04-01,859,342
2021-05-01,1101,342
2021-06-01,951,342
2021-07-01,1497,342
2021-08-01,1091,342
2021-09-01,3279,342
2021-10-01,1627,342
2021-11-01,370,342
2021-12-01,271,342
2022-01-01,163,342
2022-02-01,294,342
2022-03-01,602,342
2022-04-01,1421,342
2022-05-01,1835,342
2022-06-01,1418,342
2022-07-01,1215,342
2022-08-01,1064,342
2022-09-01,1406,342
2022-10-01,1180,342
2022-11-01,656,342
2022-12-01,295,342
2023-01-01,345,342
2023-02-01,795,342
2023-03-01,1534,342
2023-04-01,1530,342
2023-05-01,1704,342
2023-06-01,1239,342
2023-07-01,1385,342
2023-08-01,937,342
2023-09-01,1250,342
2023-10-01,785,342
2023-11-01,355,342
2023-12-01,303,342
2024-01-01,476,342
2024-02-01,491,342
2024-03-01,866,342
2024-04-01,1391,342
2024-05-01,2707,342
2024-06-01,2017,342
2024-07-01,1878,342
2024-08-01,1882,342
2024-09-01,1504,342
2024-10-01,954,342
2024-11-01,516,342
2024-12-01,221,342
2025-01-01,345,342
2025-02-01,380,342
2025-03-01,715,342
2025-04-01,1519,342
2025-05-01,1608,342
2025-06-01,2112,342
2025-07-01,1362,342
2025-08-01,2035,342
2025-09-01,1761,342
2025-10-01,1210,342
2025-11-01,709,342
2025-12-01,430,342
2019-01-01,168,343
2019-02-01,445,343
2019-03-01,920,343
2019-04-01,2338,343
2019-05-01,1207,343
2019-06-01,1542,343
2019-07-01,3043,343
2019-08-01,1757,343
2019-09-01,1755,343
2019-10-01,923,343
2019-11-01,358,343
2019-12-01,268,343
2020-01-01,525,343
2020-02-01,720,343
2020-03-01,1882,343
2020-04-01,3287,343
2020-05-01,2789,343
2020-06-01,2875,343
2020-07-01,4484,343
2020-08-01,2763,343
2020-09-01,3004,343
2020-10-01,1919,343
2020-11-01,894,343
2020-12-01,425,343
2021-01-01,686,343
2021-02-01,889,343
2021-03-01,1639,343
2021-04-01,2977,343
2021-05-01,3527,343
2021-06-01,3478,343
2021-07-01,4929,343
2021-08-01,3017,343
2021-09-01,3458,343
2021-10-01,2151,343
2021-11-01,909,343
2021-12-01,815,343
2022-01-01,1092,343
2022-02-01,1345,343
2022-03-01,2381,343
2022-04-01,4578,343
2022-05-01,4747,343
2022-06-01,4348,343
2022-07-01,6526,343
2022-08-01,3279,343
2022-09-01,5289,343
2022-10-01,4360,343
2022-11-01,1758,343
2022-12-01,713,343
2023-01-01,734,343
2023-02-01,1495,343
2023-03-01,2475,343
2023-04-01,3583,343
2023-05-01,3678,343
2023-06-01,3524,343
2023-07-01,4255,343
2023-08-01,4549,343
2023-09-01,6300,343
2023-10-01,3309,343
2023-11-01,1753,343
2023-12-01,607,343
2024-01-01,1149,343
2024-02-01,1690,343
2024-03-01,2883,343
2024-04-01,3767,343
2024-05-01,6301,343
2024-06-01,5410,343
2024-07-01,5454,343
2024-08-01,5887,343
2024-09-01,8556,343
2024-10-01,5290,343
2024-11-01,2624,343
2024-12-01,1170,343
2025-01-01,1166,343
2025-02-01,1759,343
2025-03-01,3585,343
2025-04-01,5793,343
2025-05-01,6539,343
2025-06-01,6226,343
2025-07-01,10280,343
2025-08-01,8562,343
2025-09-01,12058,343
2025-10-01,5631,343
2025-11-01,2941,343
2025-12-01,1139,343
2019-01-01,531,344
2019-02-01,1222,344
2019-03-01,1737,344
2019-04-01,4411,344
2019-05-01,3825,344
2019-06-01,3904,344
2019-07-01,4389,344
2019-08-01,3271,344
2019-09-01,3028,344
2019-10-01,1573,344
2019-11-01,751,344
2019-12-01,630,344
2020-01-01,676,344
2020-02-01,1118,344
2020-03-01,3109,344
2020-04-01,4853,344
2020-05-01,4807,344
2020-06-01,4431,344
2020-07-01,5436,344
2020-08-01,4786,344
2020-09-01,5025,344
2020-10-01,3077,344
2020-11-01,1915,344
2020-12-01,725,344
2021-01-01,1030,344
2021-02-01,1303,344
2021-03-01,3585,344
2021-04-01,5555,344
2021-05-01,5889,344
2021-06-01,4517,344
2021-07-01,6106,344
2021-08-01,4916,344
2021-09-01,5924,344
2021-10-01,3374,344
2021-11-01,1699,344
2021-12-01,1215,344
2022-01-01,848,344
2022-02-01,1640,344
2022-03-01,3950,344
2022-04-01,5915,344
2022-05-01,6928,344
2022-06-01,4353,344
2022-07-01,5998,344
2022-08-01,5253,344
2022-09-01,7134,344
2022-10-01,4724,344
2022-11-01,2462,344
2022-12-01,986,344
2023-01-01,1555,344
2023-02-01,3216,344
2023-03-01,5431,344
2023-04-01,7188,344
2023-05-01,5897,344
2023-06-01,5633,344
2023-07-01,7109,344
2023-08-01,5516,344
2023-09-01,7897,344
2023-10-01,4461,344
2023-11-01,3304,344
2023-12-01,1300,344
2024-01-01,1506,344
2024-02-01,2126,344
2024-03-01,4451,344
2024-04-01,8602,344
2024-05-01,7727,344
2024-06-01,7672,344
2024-07-01,8028,344
2024-08-01,7631,344
2024-09-01,8553,344
2024-10-01,6176,344
2024-11-01,3704,344
2024-12-01,2235,344
2025-01-01,1839,344
2025-02-01,2967,344
2025-03-01,4546,344
2025-04-01,10233,344
2025-05-01,9572,344
2025-06-01,9714,344
2025-07-01,12233,344
2025-08-01,12071,344
2025-09-01,17438,344
2025-10-01,9480,344
2025-11-01,5186,344
2025-12-01,2668,344
2019-01-01,482,357
2019-02-01,489,357
2019-03-01,814,357
2019-04-01,769,357
2019-05-01,669,357
2019-06-01,678,357
2019-07-01,730,357
2019-08-01,775,357
2019-09-01,801,357
2019-10-01,659,357
2019-11-01,281,357
2019-12-01,226,357
2020-01-01,286,357
2020-02-01,222,357
2020-03-01,440,357
2020-04-01,609,357
2020-05-01,647,357
2020-06-01,580,357
2020-07-01,688,357
2020-08-01,513,357
2020-09-01,670,357
2020-10-01,512,357
2020-11-01,363,357
2020-12-01,267,357
2021-01-01,246,357
2021-02-01,270,357
2021-03-01,312,357
2021-04-01,521,357
2021-05-01,638,357
2021-06-01,482,357
2021-07-01,553,357
2021-08-01,527,357
2021-09-01,693,357
2021-10-01,684,357
2021-11-01,263,357
2021-12-01,307,357
2022-01-01,194,357
2022-02-01,164,357
2022-03-01,485,357
2022-04-01,1107,357
2022-05-01,520,357
2022-06-01,570,357
2022-07-01,732,357
2022-08-01,938,357
2022-09-01,1124,357
2022-10-01,569,357
2022-11-01,294,357
2022-12-01,226,357
2023-01-01,204,357
2023-02-01,353,357
2023-03-01,267,357
2023-04-01,743,357
2023-05-01,899,357
2023-06-01,1124,357
2023-07-01,1124,357
2023-08-01,1016,357
2023-09-01,823,357
2023-10-01,672,357
2023-11-01,408,357
2023-12-01,278,357
2024-01-01,251,357
2024-02-01,289,357
2024-03-01,480,357
2024-04-01,844,357
2024-05-01,1138,357
2024-06-01,1232,357
2024-07-01,1190,357
2024-08-01,1270,357
2024-09-01,833,357
2024-10-01,680,357
2024-11-01,568,357
2024-12-01,422,357
2025-01-01,296,357
2025-02-01,348,357
2025-03-01,489,357
2025-04-01,796,357
2025-05-01,1065,357
2025-06-01,749,357
2025-07-01,753,357
2025-08-01,1120,357
2025-09-01,692,357
2025-10-01,563,357
2025-11-01,596,357
2025-12-01,358,357
2019-01-01,135,358
2019-02-01,111,358
2019-03-01,470,358
2019-04-01,740,358
2019-05-01,689,358
2019-06-01,1547,358
2019-07-01,877,358
2019-08-01,1381,358
2019-09-01,932,358
2019-10-01,496,358
2019-11-01,284,358
2019-12-01,154,358
2020-01-01,184,358
2020-02-01,181,358
2020-03-01,403,358
2020-04-01,672,358
2020-05-01,1309,358
2020-06-01,1907,358
2020-07-01,1687,358
2020-08-01,1329,358
2020-09-01,1076,358
2020-10-01,1215,358
2020-11-01,624,358
2020-12-01,441,358
2021-01-01,385,358
2021-02-01,484,358
2021-03-01,682,358
2021-04-01,1385,358
2021-05-01,1804,358
2021-06-01,1513,358
2021-07-01,1524,358
2021-08-01,1696,358
2021-09-01,1367,358
2021-10-01,1392,358
2021-11-01,847,358
2021-12-01,571,358
2022-01-01,523,358
2022-02-01,464,358
2022-03-01,1267,358
2022-04-01,2380,358
2022-05-01,2110,358
2022-06-01,2446,358
2022-07-01,2105,358
2022-08-01,2034,358
2022-09-01,2511,358
2022-10-01,1415,358
2022-11-01,1003,358
2022-12-01,662,358
2023-01-01,540,358
2023-02-01,586,358
2023-03-01,1182,358
2023-04-01,2271,358
2023-05-01,3127,358
2023-06-01,2751,358
2023-07-01,3681,358
2023-08-01,2901,358
2023-09-01,1828,358
2023-10-01,1434,358
2023-11-01,789,358
2023-12-01,607,358
2024-01-01,568,358
2024-02-01,660,358
2024-03-01,1633,358
2024-04-01,3146,358
2024-05-01,3412,358
2024-06-01,4141,358
2024-07-01,4236,358
2024-08-01,2164,358
2024-09-01,2672,358
2024-10-01,1369,358
2024-11-01,1037,358
2024-12-01,784,358
2025-01-01,640,358
2025-02-01,680,358
2025-03-01,1578,358
2025-04-01,3109,358
2025-05-01,4297,358
2025-06-01,3744,358
2025-07-01,4456,358
2025-08-01,2921,358
2025-09-01,2140,358
2025-10-01,1346,358
2025-11-01,721,358
2025-12-01,578,358
2019-01-01,47,364
2019-02-01,75,364
2019-03-01,90,364
2019-04-01,373,364
2019-05-01,769,364
2019-06-01,573,364
2019-07-01,733,364
2019-08-01,269,364
2019-09-01,307,364
2019-10-01,943,364
2019-11-01,445,364
2019-12-01,188,364
2020-01-01,134,364
2020-02-01,157,364
2020-03-01,352,364
2020-04-01,971,364
2020-05-01,1027,364
2020-06-01,867,364
2020-07-01,990,364
2020-08-01,659,364
2020-09-01,823,364
2020-10-01,807,364
2020-11-01,432,364
2020-12-01,282,364
2021-01-01,475,364
2021-02-01,299,364
2021-03-01,299,364
2021-04-01,1774,364
2021-05-01,2368,364
2021-06-01,1100,364
2021-07-01,1039,364
2021-08-01,865,364
2021-09-01,514,364
2021-10-01,638,364
2021-11-01,325,364
2021-12-01,217,364
2022-01-01,196,364
2022-02-01,221,364
2022-03-01,336,364
2022-04-01,1286,364
2022-05-01,1548,364
2022-06-01,1062,364
2022-07-01,733,364
2022-08-01,437,364
2022-09-01,659,364
2022-10-01,1043,364
2022-11-01,237,364
2022-12-01,251,364
2023-01-01,308,364
2023-02-01,158,364
2023-03-01,353,364
2023-04-01,1296,364
2023-05-01,2290,364
2023-06-01,1718,364
2023-07-01,978,364
2023-08-01,788,364
2023-09-01,684,364
2023-10-01,697,364
2023-11-01,420,364
2023-12-01,281,364
2024-01-01,247,364
2024-02-01,270,364
2024-03-01,577,364
2024-04-01,2337,364
2024-05-01,1859,364
2024-06-01,2164,364
2024-07-01,1118,364
2024-08-01,850,364
2024-09-01,1231,364
2024-10-01,980,364
2024-11-01,468,364
2024-12-01,329,364
2025-01-01,360,364
2025-02-01,334,364
2025-03-01,473,364
2025-04-01,1018,364
2025-05-01,1473,364
2025-06-01,1381,364
2025-07-01,1896,364
2025-08-01,948,364
2025-09-01,906,364
2025-10-01,1057,364
2025-11-01,615,364
2025-12-01,334,364
2019-01-01,115,365
2019-02-01,113,365
2019-03-01,316,365
2019-04-01,2866,365
2019-05-01,2523,365
2019-06-01,2520,365
2019-07-01,2779,365
2019-08-01,2627,365
2019-09-01,2107,365
2019-10-01,1271,365
2019-11-01,519,365
2019-12-01,476,365
2020-01-01,454,365
2020-02-01,410,365
2020-03-01,1268,365
2020-04-01,5443,365
2020-05-01,4500,365
2020-06-01,3139,365
2020-07-01,3274,365
2020-08-01,3091,365
2020-09-01,2855,365
2020-10-01,2192,365
2020-11-01,864,365
2020-12-01,555,365
2021-01-01,465,365
2021-02-01,659,365
2021-03-01,1746,365
2021-04-01,4737,365
2021-05-01,3322,365
2021-06-01,3481,365
2021-07-01,3172,365
2021-08-01,3655,365
2021-09-01,3311,365
2021-10-01,2472,365
2021-11-01,651,365
2021-12-01,532,365
2022-01-01,729,365
2022-02-01,842,365
2022-03-01,1438,365
2022-04-01,3549,365
2022-05-01,3753,365
2022-06-01,4578,365
2022-07-01,4233,365
2022-08-01,3470,365
2022-09-01,3696,365
2022-10-01,2667,365
2022-11-01,991,365
2022-12-01,572,365
2023-01-01,711,365
2023-02-01,611,365
2023-03-01,1153,365
2023-04-01,3337,365
2023-05-01,5756,365
2023-06-01,7783,365
2023-07-01,5657,365
2023-08-01,4019,365
2023-09-01,4603,365
2023-10-01,3053,365
2023-11-01,1222,365
2023-12-01,646,365
2024-01-01,516,365
2024-02-01,814,365
2024-03-01,1567,365
2024-04-01,4712,365
2024-05-01,5572,365
2024-06-01,5771,365
2024-07-01,5470,365
2024-08-01,4574,365
2024-09-01,5797,365
2024-10-01,4811,365
2024-11-01,1579,365
2024-12-01,707,365
2025-01-01,596,365
2025-02-01,563,365
2025-03-01,1664,365
2025-04-01,3389,365
2025-05-01,6441,365
2025-06-01,6080,365
2025-07-01,8168,365
2025-08-01,8628,365
2025-09-01,9625,365
2025-10-01,4996,365
2025-11-01,1926,365
2025-12-01,918,365
2019-01-01,87,366
2019-02-01,123,366
2019-03-01,231,366
2019-04-01,903,366
2019-05-01,641,366
2019-06-01,1052,366
2019-07-01,617,366
2019-08-01,1198,366
2019-09-01,941,366
2019-10-01,478,366
2019-11-01,139,366
2019-12-01,55,366
2020-01-01,32,366
2020-02-01,51,366
2020-03-01,253,366
2020-04-01,1310,366
2020-05-01,1405,366
2020-06-01,1086,366
2020-07-01,1440,366
2020-08-01,1498,366
2020-09-01,997,366
2020-10-01,1606,366
2020-11-01,404,366
2020-12-01,178,366
2021-01-01,205,366
2021-02-01,267,366
2021-03-01,680,366
2021-04-01,2122,366
2021-05-01,1194,366
2021-06-01,1648,366
2021-07-01,1926,366
2021-08-01,1733,366
2021-09-01,820,366
2021-10-01,695,366
2021-11-01,299,366
2021-12-01,159,366
2022-01-01,173,366
2022-02-01,256,366
2022-03-01,525,366
2022-04-01,2445,366
2022-05-01,1318,366
2022-06-01,898,366
2022-07-01,1205,366
2022-08-01,762,366
2022-09-01,1019,366
2022-10-01,872,366
2022-11-01,613,366
2022-12-01,129,366
2023-01-01,116,366
2023-02-01,240,366
2023-03-01,680,366
2023-04-01,1326,366
2023-05-01,1710,366
2023-06-01,2188,366
2023-07-01,1439,366
2023-08-01,1675,366
2023-09-01,743,366
2023-10-01,979,366
2023-11-01,432,366
2023-12-01,234,366
2024-01-01,124,366
2024-02-01,400,366
2024-03-01,775,366
2024-04-01,1872,366
2024-05-01,1537,366
2024-06-01,2377,366
2024-07-01,1627,366
2024-08-01,1037,366
2024-09-01,1213,366
2024-10-01,993,366
2024-11-01,561,366
2024-12-01,230,366
2025-01-01,177,366
2025-02-01,352,366
2025-03-01,856,366
2025-04-01,1193,366
2025-05-01,1332,366
2025-06-01,1659,366
2025-07-01,1120,366
2025-08-01,2345,366
2025-09-01,2612,366
2025-10-01,1814,366
2025-11-01,767,366
2025-12-01,247,366
2019-01-01,158,369
2019-02-01,206,369
2019-03-01,458,369
2019-04-01,659,369
2019-05-01,661,369
2019-06-01,801,369
2019-07-01,644,369
2019-08-01,740,369
2019-09-01,840,369
2019-10-01,613,369
2019-11-01,499,369
2019-12-01,333,369
2020-01-01,309,369
2020-02-01,356,369
2020-03-01,759,369
2020-04-01,1474,369
2020-05-01,1835,369
2020-06-01,1686,369
2020-07-01,1712,369
2020-08-01,1456,369
2020-09-01,1747,369
2020-10-01,1285,369
2020-11-01,630,369
2020-12-01,426,369
2021-01-01,543,369
2021-02-01,670,369
2021-03-01,762,369
2021-04-01,1362,369
2021-05-01,1545,369
2021-06-01,1971,369
2021-07-01,2058,369
2021-08-01,2072,369
2021-09-01,2027,369
2021-10-01,1039,369
2021-11-01,516,369
2021-12-01,570,369
2022-01-01,642,369
2022-02-01,549,369
2022-03-01,868,369
2022-04-01,2171,369
2022-05-01,2453,369
2022-06-01,2206,369
2022-07-01,1669,369
2022-08-01,1933,369
2022-09-01,1859,369
2022-10-01,1174,369
2022-11-01,717,369
2022-12-01,563,369
2023-01-01,543,369
2023-02-01,540,369
2023-03-01,1226,369
2023-04-01,1680,369
2023-05-01,2245,369
2023-06-01,1745,369
2023-07-01,1914,369
2023-08-01,1506,369
2023-09-01,1953,369
2023-10-01,1478,369
2023-11-01,907,369
2023-12-01,897,369
2024-01-01,680,369
2024-02-01,863,369
2024-03-01,1768,369
2024-04-01,4049,369
2024-05-01,4135,369
2024-06-01,3368,369
2024-07-01,3111,369
2024-08-01,2891,369
2024-09-01,2785,369
2024-10-01,2313,369
2024-11-01,1034,369
2024-12-01,944,369
2025-01-01,824,369
2025-02-01,1002,369
2025-03-01,1696,369
2025-04-01,4157,369
2025-05-01,4241,369
2025-06-01,3523,369
2025-07-01,4332,369
2025-08-01,4759,369
2025-09-01,3486,369
2025-10-01,2317,369
2025-11-01,1624,369
2025-12-01,930,369
2019-01-01,970,370
2019-02-01,1095,370
2019-03-01,2078,370
2019-04-01,1577,370
2019-05-01,2164,370
2019-06-01,1483,370
2019-07-01,1508,370
2019-08-01,1497,370
2019-09-01,1484,370
2019-10-01,1068,370
2019-11-01,928,370
2019-12-01,559,370
2020-01-01,838,370
2020-02-01,628,370
2020-03-01,2030,370
2020-04-01,3181,370
2020-05-01,3246,370
2020-06-01,3137,370
2020-07-01,4328,370
2020-08-01,3901,370
2020-09-01,4105,370
2020-10-01,3780,370
2020-11-01,2187,370
2020-12-01,1061,370
2021-01-01,1374,370
2021-02-01,1167,370
2021-03-01,1769,370
2021-04-01,3372,370
2021-05-01,4266,370
2021-06-01,3504,370
2021-07-01,5210,370
2021-08-01,4776,370
2021-09-01,3677,370
2021-10-01,2314,370
2021-11-01,1169,370
2021-12-01,1095,370
2022-01-01,1192,370
2022-02-01,1104,370
2022-03-01,1972,370
2022-04-01,3155,370
2022-05-01,3846,370
2022-06-01,3844,370
2022-07-01,5057,370
2022-08-01,4644,370
2022-09-01,5198,370
2022-10-01,2965,370
2022-11-01,1669,370
2022-12-01,863,370
2023-01-01,1864,370
2023-02-01,1341,370
2023-03-01,2466,370
2023-04-01,2697,370
2023-05-01,4896,370
2023-06-01,5055,370
2023-07-01,5903,370
2023-08-01,3919,370
2023-09-01,6078,370
2023-10-01,4181,370
2023-11-01,2711,370
2023-12-01,1588,370
2024-01-01,1939,370
2024-02-01,2881,370
2024-03-01,3483,370
2024-04-01,6541,370
2024-05-01,7087,370
2024-06-01,6093,370
2024-07-01,5965,370
2024-08-01,4466,370
2024-09-01,5502,370
2024-10-01,3759,370
2024-11-01,3399,370
2024-12-01,1247,370
2025-01-01,1715,370
2025-02-01,1605,370
2025-03-01,2887,370
2025-04-01,5229,370
2025-05-01,5435,370
2025-06-01,6698,370
2025-07-01,7609,370
2025-08-01,9181,370
2025-09-01,13688,370
2025-10-01,6474,370
2025-11-01,3652,370
2025-12-01,1987,370
2019-01-01,461,371
2019-02-01,773,371
2019-03-01,1283,371
2019-04-01,3471,371
2019-05-01,4580,371
2019-06-01,3566,371
2019-07-01,2781,371
2019-08-01,2851,371
2019-09-01,2831,371
2019-10-01,1652,371
2019-11-01,930,371
2019-12-01,766,371
2020-01-01,872,371
2020-02-01,890,371
2020-03-01,2156,371
2020-04-01,4406,371
2020-05-01,4928,371
2020-06-01,4947,371
2020-07-01,5432,371
2020-08-01,5603,371
2020-09-01,7011,371
2020-10-01,4122,371
2020-11-01,2284,371
2020-12-01,1018,371
2021-01-01,1146,371
2021-02-01,1313,371
2021-03-01,2554,371
2021-04-01,5015,371
2021-05-01,8106,371
2021-06-01,7736,371
2021-07-01,8244,371
2021-08-01,6546,371
2021-09-01,6422,371
2021-10-01,3717,371
2021-11-01,1985,371
2021-12-01,1372,371
2022-01-01,991,371
2022-02-01,871,371
2022-03-01,2461,371
2022-04-01,5654,371
2022-05-01,6474,371
2022-06-01,6845,371
2022-07-01,6833,371
2022-08-01,7841,371
2022-09-01,9153,371
2022-10-01,3707,371
2022-11-01,2223,371
2022-12-01,1068,371
2023-01-01,1110,371
2023-02-01,1650,371
2023-03-01,3803,371
2023-04-01,7745,371
2023-05-01,10581,371
2023-06-01,8091,371
2023-07-01,8992,371
2023-08-01,6972,371
2023-09-01,7461,371
2023-10-01,5394,371
2023-11-01,2734,371
2023-12-01,1548,371
2024-01-01,1750,371
2024-02-01,2512,371
2024-03-01,4455,371
2024-04-01,9576,371
2024-05-01,11125,371
2024-06-01,10438,371
2024-07-01,9285,371
2024-08-01,9462,371
2024-09-01,8988,371
2024-10-01,5541,371
2024-11-01,2622,371
2024-12-01,1375,371
2025-01-01,1393,371
2025-02-01,1919,371
2025-03-01,4477,371
2025-04-01,10878,371
2025-05-01,10995,371
2025-06-01,11075,371
2025-07-01,13765,371
2025-08-01,13316,371
2025-09-01,12131,371
2025-10-01,6383,371
2025-11-01,4351,371
2025-12-01,2133,371
2019-01-01,612,372
2019-02-01,415,372
2019-03-01,723,372
2019-04-01,3658,372
2019-05-01,4890,372
2019-06-01,5784,372
2019-07-01,5934,372
2019-08-01,6131,372
2019-09-01,4789,372
2019-10-01,3187,372
2019-11-01,1541,372
2019-12-01,622,372
2020-01-01,792,372
2020-02-01,1018,372
2020-03-01,3012,372
2020-04-01,5407,372
2020-05-01,8063,372
2020-06-01,9871,372
2020-07-01,10504,372
2020-08-01,9396,372
2020-09-01,10839,372
2020-10-01,7424,372
2020-11-01,3459,372
2020-12-01,1254,372
2021-01-01,1481,372
2021-02-01,1949,372
2021-03-01,3982,372
2021-04-01,9379,372
2021-05-01,12672,372
2021-06-01,14276,372
2021-07-01,15405,372
2021-08-01,11550,372
2021-09-01,9654,372
2021-10-01,6824,372
2021-11-01,2930,372
2021-12-01,1786,372
2022-01-01,1351,372
2022-02-01,2229,372
2022-03-01,4533,372
2022-04-01,9017,372
2022-05-01,12767,372
2022-06-01,12958,372
2022-07-01,14389,372
2022-08-01,10813,372
2022-09-01,9372,372
2022-10-01,6311,372
2022-11-01,4106,372
2022-12-01,2193,372
2023-01-01,2073,372
2023-02-01,3535,372
2023-03-01,6402,372
2023-04-01,11898,372
2023-05-01,14905,372
2023-06-01,16178,372
2023-07-01,20273,372
2023-08-01,14287,372
2023-09-01,14294,372
2023-10-01,8837,372
2023-11-01,4264,372
2023-12-01,3148,372
2024-01-01,2636,372
2024-02-01,4505,372
2024-03-01,8562,372
2024-04-01,16144,372
2024-05-01,22879,372
2024-06-01,23014,372
2024-07-01,21741,372
2024-08-01,20747,372
2024-09-01,16762,372
2024-10-01,8865,372
2024-11-01,4843,372
2024-12-01,2505,372
2025-01-01,2681,372
2025-02-01,3947,372
2025-03-01,8038,372
2025-04-01,21537,372
2025-05-01,24564,372
2025-06-01,27720,372
2025-07-01,29303,372
2025-08-01,27190,372
2025-09-01,22020,372
2025-10-01,15649,372
2025-11-01,8166,372
2025-12-01,3974,372
2019-01-01,4879,379
2019-02-01,3730,379
2019-03-01,6368,379
2019-04-01,10883,379
2019-05-01,6250,379
2019-06-01,9369,379
2019-07-01,6094,379
2019-08-01,7536,379
2019-09-01,6137,379
2019-10-01,6584,379
2019-11-01,5073,379
2019-12-01,4771,379
2020-01-01,5891,379
2020-02-01,6998,379
2020-03-01,7691,379
2020-04-01,12183,379
2020-05-01,11123,379
2020-06-01,10403,379
2020-07-01,9001,379
2020-08-01,7524,379
2020-09-01,7078,379
2020-10-01,7744,379
2020-11-01,8050,379
2020-12-01,8823,379
2021-01-01,8994,379
2021-02-01,8635,379
2021-03-01,7787,379
2021-04-01,9895,379
2021-05-01,12938,379
2021-06-01,12016,379
2021-07-01,8082,379
2021-08-01,7209,379
2021-09-01,8281,379
2021-10-01,7986,379
2021-11-01,8727,379
2021-12-01,6746,379
2022-01-01,9473,379
2022-02-01,7841,379
2022-03-01,9774,379
2022-04-01,11099,379
2022-05-01,10519,379
2022-06-01,11015,379
2022-07-01,9459,379
2022-08-01,7554,379
2022-09-01,10394,379
2022-10-01,9050,379
2022-11-01,8579,379
2022-12-01,7747,379
2023-01-01,8492,379
2023-02-01,7792,379
2023-03-01,8403,379
2023-04-01,11711,379
2023-05-01,10692,379
2023-06-01,10772,379
2023-07-01,10446,379
2023-08-01,8195,379
2023-09-01,9218,379
2023-10-01,8797,379
2023-11-01,8723,379
2023-12-01,8752,379
2024-01-01,8120,379
2024-02-01,8097,379
2024-03-01,11073,379
2024-04-01,15217,379
2024-05-01,13029,379
2024-06-01,13235,379
2024-07-01,10994,379
2024-08-01,11227,379
2024-09-01,12226,379
2024-10-01,10177,379
2024-11-01,10771,379
2024-12-01,12274,379
2025-01-01,13475,379
